date,id,title,content,tag
20151123,20151123-12,宣讲+互动 让全会精神深入人心,近日，吉林、浙江、山东组织宣讲团，向基层干部群众宣讲党的十八届五中全会精神。宣讲团结合实际，与群众交流互动，用身边事解疑释惑，引导人们吃透全会精神。在吉林长春市亚泰社区，由老党员、老干部、退休教师等组成的社区“理论宣讲团”与居民面对面交流。他们把中央精神和大伙生活结合起来，有的放矢地进行宣讲。浙江组织“千支宣讲团”、“万名宣讲员”，采取多种形式，与基层干部群众进行互动式宣讲。山东的宣讲团走进农村社区、企业学校，通过小课堂、座谈会等宣讲全会精神。在青岛，宣讲团成员来到温室大棚，和农户现场交流如何发展绿色农业。,详细全文
20071011,20071011-1,【喜迎十七大 党旗更鲜艳 党的建设巡礼】积极探索中国特色政党外交新格局,党的十六大以来，以胡锦涛同志为总书记的党中央继续坚持独立自主、完全平等、互相尊重、互不干涉内部事务的党际关系四项原则，积极探索新时期中国特色政党外交新格局，在巩固与社会主义国家执政党关系的同时，超越意识形态差异，与左中右各类政党广泛交往。在继续发展与传统政党关系的同时，与新兴政党和地区、国际性政党组织的关系也取得了突破。作为国家总体外交的重要组成部分，近年来，党的对外交往发挥做人的工作的优势，广交朋友，积极配合总体外交布局，与周边国家政党的关系进一步巩固，保持和发展了与发展中国家政党的交流与合作，与发达国家主流政党的联系更加广泛深入，与未建交国政党也保持经常性的友好往来。鉴于各国各类政党尤其是执政党在党建、治国理政方面面临许多共同挑战，中国共产党以海纳百川的胸襟对待人类一切文明成果，以虚怀若谷的心态借鉴学习“他山之石”，在对外交往中更加重研究人类社会发展规律、社会主义建设规律和共产党执政规律，总结外国各类执政党的执政理念、方式和经验教训，在此基础上，立足国情，为“十一五”规划的顺利实施和一些重大经济社会问题的解决提供了思路和启示。用外国政党政要听得进、听得懂的语言阐述、宣传十六大以来党中央领导集体提出的一系列理论创新成果，是五年来党的对外交往工作的重要内容。在这期间，应中国共产党邀请来访的绝大部分外国政党代表团都访问了我国中西部地区，对中国国情有了更深入的理解。目前，中国共产党与世界上160多个国家和地区的400多个政党、政治组织保持着不同形式的交往和联系。一个全方位、多渠道、宽领域、深层次的中国特色政党外交新格局日臻成熟，中国共产党立党为公、执政为民和民主、进步、开放、创新的良好国际形象正在确立。,详细全文
20151123,20151123-11,【脱贫攻坚进行时】财政撬动金融 精准扶贫创新路,脱贫攻坚战正在进行中，各级政府作为扶贫工作的主体，积极探索“财政+金融”的合作模式，为精准扶贫闯出了新路子。入冬时节，在甘肃临夏县达沙村的一个暖棚里，老马和妻子正精心照顾着出生不久的小兔子。两个月前买的100只獭兔，现在陆续生下200多只。由于没钱投资买种兔，养殖能手老马打了几十年零工。没想到今年9月初，一辈子都没贷过款的老马，通过县里的金融扶贫政策，第一次拿到了5万元贷款。今年前3季度，全国范围内，像老马这样的建档立卡贫困户，已有230万户获得扶贫贷款826亿，惠及贫困人口690万。如何打破金融扶贫的瓶颈？从今年起，甘肃省的10亿财政扶贫款不再搞平均分配，而是首先拿出6.5亿给贫困户贴息，剩下的3.5亿跟各县财政和银行按比例出资(3.5、3.5、3)成立10亿元的风险补偿金，作为贫困户无法按期还款的保障。而对于那些既无经营能力、又不知道贷款怎么用的特困家庭，由政府筛选信誉好、有带动力的龙头企业，接受这笔贷款作为入股资金，贫困户不仅按年分享红利，还能在企业打工，获得工资收入。国务院扶贫办调查显示，全国约有2000万贫困人口在经营能力、劳动技术和生产条件等方面具备一定基础，是适合采用金融扶贫的群体。,详细全文
20151123,20151123-10,【新理念 新发展】创新驱动夯实中国经济增长基础,在今年的亚太经合组织工商领导人峰会上，习近平主席提出了中国经济的四个“没有变”，其中“中国经济持续增长的良好支撑基础和条件没有变”令人瞩目。目前，随着新型工业化、信息化、城镇化、农业现代化的持续推进，拉动我国经济增长的基础动力正在换挡升级，而不断涌现的创新创业潮流和高科技引领，则有效做大并夯实了中国经济赖以增长的“金字塔”。眼前这款显示屏厚度只有20微米，接近蜘蛛丝的粗细，而且可以像报纸一样卷曲，这是最近在江苏昆山生产出来的最新柔性屏，它的出现使得把手机和电视卷起来、穿在身上成为可能。企业的信心正源于我国日益扩大的消费市场。今年以来，我国每月的社会消费品零售总额都接近3万亿元，而且还以月均10%以上的速度在递增，显示支撑我国经济增长的消费基础愈加坚实。不仅消费量在扩大，我国居民的消费层次也在稳步提高，从而促使新的创新型产品不断涌现。在这场由企业牵头创新项目对接会上，来自京津冀上百个创新项目的负责人和多家投资机构的负责人热烈交流，仅当天的意向投资额就超过6000万元。像这样的对接活动，每个周末都在全国25个城市的众创空间里热火朝天地进行着。今年以来，类似这样由企业牵头创立的众创空间超过100家，创造产值近4万亿元；全国各类主体向国家知识产权局提交专利申请187.6万件，同比增长22%。如果说来自民间的创新创业在加固中国经济增长的塔基，那么由大型国企牵头的核电、高铁、航空航天等领域的技术创新则在抬高中国经济的塔尖。日前，在中国航天科技集团空间技术研究院，新一代北斗导航卫星正在进行在轨调试。近年来，我国北斗卫星导航与位置服务产业保持年均近30%的高速增长，预计2015年相关产值将接近2000亿元。消费升级、创新驱动，中国经济增长的新动力正在形成。中国是人口大国，人口基数必然转化成消费基础；中国区域发展不平衡，相对落后地区的发展后劲，必然转化成经济增长极；中国经济的体制机制还不完善，市场有待进一步释放活力。这些都是中国经济持续增长的良好支撑基础和条件。支撑基础和条件没有变，中国经济仍将大有作为；利用好这些基础和条件，中国经济就一定能实现持续增长。,详细全文
20080517,20080517-9,子弟兵全力营救受灾群众,"地震发生后，参加救援的人民子弟兵克服一切艰难险阻，千方百计、争分夺秒从废墟里抢救生命。到今天傍晚，地震发生已经120多小时了，奋战在汶川灾区的解放军、武警和民兵预备役人员已达10多万人。人民子弟兵抗击震魔、与死神争夺生命的战斗一刻也没有停止。16号18点50分，武警某部官兵经过近10个小时的不懈努力,终于将被地震废墟埋了100个小时的映秀中心小学10岁女孩尚婷救出，这也是他们救出的第12名小学生。当晚10点，北川县国税局干部周亚君在被困102小时后，经第二炮兵某工程部队连续奋战26小时，成功救出。第二炮兵副司令员于际训：时间越来越宝贵了，只要有一丝生还的希望，我们将尽百分之百的努力把他救出来。随着时间的推移，救援愈加急迫。官兵们深入每一个受灾的乡镇、村庄、学校，搜救每一处倒塌的楼房、房屋、厂房……救援人员分秒必争，决不放弃任何一个可能被挽救的生命。",详细全文
20080517,20080517-8,【抗震救灾 众志成城】生命通道上的开路先锋,13日16时51分，武警某师参谋长王毅和他的挺进小分队最先抵达汶川县城，给这个震中小县带来了生命希望。5月12日汶川大地震发生后，10万人口的汶川县城与外界隔绝。为尽快开辟“生命通道”，突入汶川实施救援，师参谋长王毅主动请缨，率200名官兵组成的先遣队向汶川挺进。由于地震造成的山体塌方将通往汶川的山路彻底覆盖，救援人员每前进一步都十分困难。王毅带领官兵们边开路边前进，历经21个小时，徒步强行军90多公里，成为第一支到达汶川县城的救援部队，并立即用海事卫星电话向上级报告了汶川情况。自此，震后隔绝了33个小时的汶川与外界有了联系，也为党中央、国务院部署抗震救灾工作提供了重要参考。进入汶川后，王毅在立即组织3个巡逻分队对银行、超市等重要场所、目标进行警戒，同时又把主要兵力迅速投入到与“震魔”较量的生死争夺战。15日22时，王毅通过卫星电话报告，他的小分队已从倒塌的房屋下抢救群众21人，抢救伤员461人，转移群众4137人，运送救灾物品18.5吨。,详细全文
20110621,20110621-9,政协十一届常委会第十四次会议在京开幕 贾庆林主持,政协十一届全国委员会常务委员会第十四次会议今天上午在京开幕。中共中央政治局常委、全国政协主席贾庆林主持开幕会。中共中央政治局委员、国务院副总理王岐山到会作报告。会议的主要议题是围绕“加快经济结构战略性调整，促进经济长期平稳较快发展”建言献策。贾庆林指出，加快经济结构战略性调整、促进经济长期平稳较快发展，是中共十七届五中全会提出的重要要求，也是人民政协建言献策、服务大局的主攻方向。开好这次专题议政性常委会议，意义重大。常委们要紧紧围绕会议议题，深入讨论、积极建言，提出有价值的意见和建议，为党中央、国务院的决策提供参考。王岐山就对外经济工作情况作了报告。他说，我国对外开放走过了不平凡的历程，成就巨大。目前，我国已成为世界第一大出口国、第二大进口国，利用外资连续19年列发展中国家首位，对外直接投资跃居世界第五位。事实证明，对外开放是强国富民的必由之路，党中央、国务院关于对外开放的决策和部署是完全正确的。面对当前极为复杂的国际经济形势，要深入贯彻落实科学发展观，毫不动摇地沿着这条正确的道路走下去，努力开创对外开放新局面。王岐山指出，加快转变对外经济发展方式刻不容缓，任务艰巨。要努力提高出口产品的技术含量和附加值，改变“重出轻进”的观念和做法，坚持进口与出口并重，积极扩大进口，促进贸易平衡发展。当前我国对外开放在“请进来”上，要从引进资金向更加注重引进先进技术、管理经验、高端人才和国际品牌转变，促进国内产业转型升级。加快实施“走出去”战略，加强对企业的服务和支持，做好基础工作，防范投资风险。切实提高援外项目质量，确保把好事办好。王岐山强调，我国仍处于宝贵的战略机遇期，机遇与挑战并存，机遇大于挑战。要统筹国内国际两个大局，深入推进国际和区域经济合作，积极参与全球经济治理改革，妥善应对各种压力和摩擦，努力营造良好的外部环境，集中精力办好自己的事情。这次常委会议为期4天。按照议程，常委会组成人员将围绕本次会议议题所设的七个专题进行讨论建言献策，同时还将审议全国政协有关视察考察情况的报告和外事出访报告，审议通过有关人事事项。视频编辑：张贝龙 文字编辑：吴卫平,详细全文
20080517,20080517-7,军队抗震救灾指挥组召开第三次会议 进一步研究部署部队抗震救灾工作,军队抗震救灾指挥组5月17日上午召开第三次会议，研究部署下一步工作任务，会议强调，广大官兵要坚决学习贯彻胡锦涛主席察灾区时的重要指示，要以更加坚决的行动，不惜一切代价，千方百计抢救人民群众生命财产，不辜负胡主席的嘱托和人民的厚望。要把挽救人的生命作为当务之急、重中之重，尽全力抢救受困群众，尽全力医治受伤群众，尽全力安排好灾区群众生活。,详细全文
20110621,20110621-8,俄罗斯客机公路上失事 造成44人死亡,俄罗斯当地时间20号深夜发生的图-134客机坠毁事故，导致机上44人死亡，8人受伤。俄紧急情况部公布的乘客名单显示，没有中国公民乘坐这一航班。这架飞机当天从莫斯科起飞，机上共载有43名乘客和9名机组人员。飞机在距离彼得罗扎沃茨克机场约1公里处的公路上失事，机身解体并起火。机上只有8人生还，包括1名儿童和1名空乘人员。幸存人员伤势严重。目击者：我先是成功抱出来一位女士，她很轻，我用手臂抱着她，然后又救出一位男士，他也很轻。然后，我和安德烈的父亲一起，救起一个很高大的人，他的名字叫谢尔盖。还有一个人也帮了我们的忙。随后，我们又从路中间救了两个人，之后我们就没法再救人了，根本无法靠近，火已经烧起来了。据俄塔社援引当地紧急情况部门官员的话报道说，事发前飞机曾偏离航线。机场控制人员要求机组人员进行调整，但飞机碰到了一条输电线路，致使跑道指示灯熄灭。目前，飞机的“黑匣子”已经找到。俄航空人士初步推测，恶劣的天气条件可能是导致事故的主要原因。有消息说，事故发生时，机场附近浓雾笼罩，能见度很低。图-134是一种较小的客机，上世纪60年代投入使用，可载客72人。视频编辑：张贝龙 文字编辑：吴卫平,详细全文
20080517,20080517-6,抗震救灾最新数据发布,四川省抗震救灾新闻中心发布消息，截止今天下午4点，各种救援力量救出人员3万3434人，临时安置480万7200余人。其中，紧急救治重伤人员1218人，转移安置灾区群众5万0290人。截止昨晚，各类医院共住进11万9266人，出院8523人。截止昨晚，已经送到四川的物资有：帐篷5万顶、被褥棉衣6万7千套、大米150吨、矿泉水10万箱、方便面2万箱、发电机232台、大型机械设备150台、柴油15车、通讯设备2吨、成品油10万吨。另外，国务院新闻办公室根据国务院抗震救灾指挥部授权于今天发布：截止今天下午2点，四川汶川地震已造成四川、甘肃、陕西、重庆、云南、湖北、河南、贵州、山西等省(市)2万8881人死亡，受伤19万8347人。,详细全文
20110621,20110621-7,胡锦涛向俄罗斯总统致慰问电,国家主席胡锦涛今天就俄罗斯一架图-134飞机在卡累利阿共和国首府彼得罗扎沃茨克附近紧急迫降造成重大人员伤亡，向俄罗斯总统梅德韦杰夫致慰问电，代表中国政府和人民向遇难者表示深切哀悼，向遇难者亲属表示诚挚慰问，衷心祝愿伤者早日康复。当天，国务院总理温家宝就俄图-134客机紧急迫降造成重大人员伤亡向俄罗斯总理普京致电慰问，向遇难者表示哀悼，向遇难者亲属及伤者表示慰问。视频编辑：张贝龙 文字编辑：吴卫平,详细全文
20080517,20080517-5,【抗震救灾 众志成城】陕西、甘肃、云南、重庆救灾工作有序推进,汶川地震波及的陕西、甘肃、重庆、云南等地，目前抗震救灾工作正有序推进。地震灾害造成陕西省9万4千多间房屋倒塌，各地紧急转移、安置受灾群众。受灾最重的汉中略阳县8万多群众已经被安置到紧急搭建的帐篷中。有关部门已经送来了保证村民基本生活的米、面、油等生活用品。陕西省略阳县徐家坪镇徐家坪村村民：地震是天灾，但是有政府这样的关心，我们就觉得有了很大的靠山。宝成铁路109隧道塌方抢险工作今天仍在紧张进行。记者：109隧道损毁机车在昨天被成功地拖走后，今天凌晨1点20分，抢险人员又成功地爆破拆除了隧道的一段棚洞，现在正在将对第一节车厢起复。5月16日上午拍摄 甘肃天水昨天上午，甘肃天水市政府筹集的第一批大宗救灾物资运往受灾各县区。同时派去的还有7辆救护车和35名医护、防疫和卫生监督人员。5月16日拍摄 重庆昨天下午，60名从四川德阳转来的危重伤员抵达第三军医大学，重庆市100多所市级和区县医院也同时开始着手接收伤员。第三军医大学副校长赵先柱：全力支持灾区，使我们重庆成为灾区的大后方。5月16日拍摄 云南昭通在云南昭通新滩镇，政府组织人员在山上相对平坦的空地上搭起临时安置点，并定期往山上运送救灾物资。受灾群众：党和政府给我们送来(生活用品)，我们心里就很安心了。,详细全文
20110621,20110621-6,杨洁篪谈胡锦涛主席出访成果,在胡锦涛主席访问即将结束之际，陪同出访的外交部长杨洁篪向随行记者介绍了此访主要情况和成果。杨洁篪说，胡主席此访是中国国家元首的一次重大外交行动，访问达到了增进互信、加深友谊、深化合作、规划未来的预期目的，取得圆满成功。访问俄罗斯期间，胡主席同俄领导人全面总结近10年来两国关系发展取得的丰硕成果，就未来10年中俄关系发展规划及重大国际和地区问题深入交换意见，达成广泛共识。访问哈萨克斯坦期间，两国元首共同宣布发展中哈全面战略伙伴关系，对中哈关系未来发展作出战略规划和部署。访问乌克兰期间，两国元首共同宣布建立和发展中乌战略伙伴关系，确定中乌关系新定位，标志着中乌关系发展进入新阶段。在上海合作组织阿斯塔纳峰会上，胡主席发表重要讲话，深刻阐述中方的立场和主张，推动成员国就组织未来10年发展总体目标达成共识。胡主席在第十五届圣彼得堡国际经济论坛发表重要演讲，阐明中国坚持走和平发展道路的坚定立场。胡主席还充分利用多边场合同多国领导人就双边关系及国际和地区问题交换意见，推动了中国与有关国家关系深入发展。视频编辑：张贝龙 文字编辑：吴卫平,详细全文
